id,key,status,dirty_address,clean_address,city,state,zip_code,tax_map_val,latitude,longitude,created_at,updated_at
7427,"1280CLIFDENGRN062","APPROXIMATE","1280 CLIFDEN GRN","1280 CLIFDEN GRN, Key West, VA ",,,,"062",38.0625921,-78.4371999,"2009-08-26 04:12:32","2009-08-26 08:19:08"
7428,"1694CRENSHAWCT061","VALID","1694 CRENSHAW CT","1694 CRENSHAW CT, Charlottesville, VA ",,,,"061",38.0809120,-78.4902682,"2009-08-26 04:12:33","2009-08-26 08:19:17"
7429,"220BUTTERCUPLN090","VALID","220 BUTTERCUP LN","220 BUTTERCUP LN, Charlottesville, VA ",,,,"090",37.9969355,-78.5059283,"2009-08-26 04:12:33","2009-08-26 08:19:22"
7430,"1706CRENSHAWCT061","VALID","1706 CRENSHAW CT","1706 CRENSHAW CT, Charlottesville, VA ",,,,"061",38.0815640,-78.4899330,"2009-08-26 04:12:33","2009-08-26 08:19:29"
7431,"AIRPORTRDDICKERSONRD032","APPROXIMATE","AIRPORT RD&DICKERSON RD","AIRPORT RD & DICKERSON RD, Crimora, VA ",,,,"032",38.1455028,-78.7709225,"2009-08-26 04:12:33","2009-08-26 08:19:34"
7432,"1017CHERRYAVE077","VALID","1017 CHERRY AVE","1017 CHERRY AVE, Charlottesville, VA ",,,,"077",38.0283110,-78.4986490,"2009-08-26 04:12:33","2009-08-26 08:19:26"
7433,"337GLADELN061","VALID","337 GLADE LN","337 GLADE LN, Charlottesville, VA ",,,,"061",38.0776480,-78.4881680,"2009-08-26 04:12:39","2009-08-26 08:19:43"
7434,"9881HATTONFERRYRD136","VALID","9881 HATTON FERRY RD","9881 HATTON FERRY RD, Hatton, VA ",,,,"136",37.7672920,-78.5121460,"2009-08-26 04:12:39","2009-08-26 08:19:31"
7435,"NELSON5","APPROXIMATE","NELSON 5","NELSON 5, Charlottesville, VA ",,,,"000",38.0104698,-78.5660852,"2009-08-26 04:12:40","2009-08-26 08:19:36"
7436,"3095LEAHSLN","INVALID","3095 LEAHS LN","3095 LEAHS LN, Charlottesville, VA ",,,,"000",38.0377640,-78.4892600,"2009-08-26 04:12:40","2009-08-26 08:19:38"
7437,"3100MONACANTRAILRD045","APPROXIMATE","3100 MONACAN TRAIL RD","3100 MONACAN TRAIL RD, Charlottesville, VA ",,,,"045",38.1042077,-78.4788658,"2009-08-26 04:12:40","2009-08-26 08:19:59"
7438,"1655THOMASJEFFERSONPKWY092","VALID","1655 THOMAS JEFFERSON PKWY","1655 THOMAS JEFFERSON PKWY, Simeon, VA ",,,,"092",37.9838700,-78.4333450,"2009-08-26 04:12:40","2009-08-26 08:19:41"
7439,"2501BARRACKSRD060","VALID","2501 BARRACKS RD","2501 BARRACKS RD, Charlottesville, VA ",,,,"060",38.0613606,-78.5083773,"2009-08-26 04:12:40","2009-08-26 08:19:52"
7440,"1813WESTERHAMST","INVALID","1813 WESTERHAM ST","1813 WESTERHAM ST, Charlottesville, VA ",,,,"000",38.0377640,-78.4892600,"2009-08-26 04:12:40","2009-08-26 08:19:45"
7441,"103ERICPL076","VALID","103 ERIC PL","103 ERIC PL, Charlottesville, VA ",,,,"076",38.0189240,-78.5023030,"2009-08-26 04:12:41","2009-08-26 08:19:50"
7442,"31213THSTNW077","VALID","312 13TH ST NW","312 13TH ST NW, Charlottesville, VA ",,,,"077",38.0363330,-78.4968950,"2009-08-26 04:12:41","2009-08-26 08:20:11"
7443,"3000WATTSFARMRD033","APPROXIMATE","3000 WATTS FARM RD","3000 WATTS FARM RD, Doylesville, VA ",,,,"033",38.1455901,-78.7291986,"2009-08-26 04:12:41","2009-08-26 08:19:48"
7444,"120QUINCELN077","VALID","120 QUINCE LN","120 QUINCE LN, Charlottesville, VA ",,,,"077",38.0125860,-78.4954090,"2009-08-26 04:12:41","2009-08-26 08:19:57"
7445,"1709CEDARHILLRD061","VALID","1709 CEDAR HILL RD","1709 CEDAR HILL RD, Charlottesville, VA ",,,,"061",38.0620040,-78.4966540,"2009-08-26 04:12:41","2009-08-26 08:19:55"
7446,"0SCOTTSVILLERD","APPROXIMATE","0 SCOTTSVILLE RD","0 SCOTTSVILLE RD, Charlottesville, VA ",,,,"000",37.9451420,-78.5353840,"2009-08-26 04:12:46","2009-08-26 08:20:07"
7447,"320WINDYKNOLLLN056","VALID","320 WINDY KNOLL LN","320 WINDY KNOLL LN, Crozet, VA ",,,,"056",38.0699900,-78.7004690,"2009-08-26 04:12:47","2009-08-26 08:20:09"
7448,"454GRAYROCKDR055","VALID","454 GRAYROCK DR","454 GRAYROCK DR, Crozet, VA ",,,,"055",38.0727677,-78.7165692,"2009-08-26 04:12:47","2009-08-26 08:20:02"
7449,"1631MERIDIANST077","VALID","1631 MERIDIAN ST","1631 MERIDIAN ST, Charlottesville, VA ",,,,"077",38.0153008,-78.4815366,"2009-08-26 04:12:47","2009-08-26 08:20:04"
7450,"6505PLANKRD085","VALID","6505 PLANK RD","6505 PLANK RD, Miran Forest, VA ",,,,"085",37.9923870,-78.7193070,"2009-08-26 04:12:47","2009-08-26 08:20:18"
7451,"5477COVESCHOOLLN108","VALID","5477 COVE SCHOOL LN","5477 COVE SCHOOL LN, Covesville, VA ",,,,"108",37.8838130,-78.7095310,"2009-08-26 04:12:48","2009-08-26 08:20:34"
7452,"658BUNKERHILLLN080","VALID","658 BUNKER HILL LN","658 BUNKER HILL LN, Keswick, VA ",,,,"080",38.0234590,-78.3478390,"2009-08-26 04:12:48","2009-08-26 08:20:16"
7453,"1803SOLOMONRD061","VALID","1803 SOLOMON RD","1803 SOLOMON RD, Charlottesville, VA ",,,,"061",38.0658380,-78.4975340,"2009-08-26 04:12:48","2009-08-26 08:20:58"
7454,"1475INGLESIDEDR060","VALID","1475 INGLESIDE DR","1475 INGLESIDE DR, Charlottesville, VA ",,,,"060",38.0771619,-78.5313945,"2009-08-26 04:12:48","2009-08-26 08:20:14"
7455,"6193PLANKRD085","VALID","6193 PLANK RD","6193 PLANK RD, Miran Forest, VA ",,,,"085",37.9822975,-78.7100077,"2009-08-26 04:12:48","2009-08-26 08:20:20"
7456,"1040HIGHLANDSDR057","APPROXIMATE","1040 HIGHLANDS DR","1040 HIGHLANDS DR, Ivy Woods, VA ",,,,"057",38.0625199,-78.6455881,"2009-08-26 04:12:48","2009-08-26 08:20:23"
7457,"1847SEMINOLETRL045","VALID","1847 SEMINOLE TRL","1847 SEMINOLE TRL, Charlottesville, VA ",,,,"045",38.0869494,-78.4707545,"2009-08-26 04:12:52","2009-08-26 08:20:32"
7458,"101MORRISPAULCT076","VALID","101 MORRIS PAUL CT","101 MORRIS PAUL CT, Charlottesville, VA ",,,,"076",38.0242590,-78.5225350,"2009-08-26 04:12:52","2009-08-26 08:20:25"
7459,"2860KINGSOLOMONSLN128","APPROXIMATE","2860 KING SOLOMONS LN","2860 KING SOLOMONS LN, Porters, VA ",,,,"128",37.8129450,-78.6035642,"2009-08-26 04:12:53","2009-08-26 08:20:46"
7460,"3458REASFORDLN030","APPROXIMATE","3458 REAS FORD LN","3458 REAS FORD LN, Barboursville, VA ",,,,"030",38.1455890,-78.2702335,"2009-08-26 04:12:53","2009-08-26 08:20:28"
7461,"360EMAINST077","VALID","360 E MAIN ST","360 E MAIN ST, Charlottesville, VA ",,,,"077",38.0300885,-78.4793197,"2009-08-26 04:12:53","2009-08-26 08:20:30"
7462,"MOUNTAINVISTARDROBINSPOINT130","APPROXIMATE","MOUNTAIN VISTA RD&ROBINS POINT","MOUNTAIN VISTA RD & ROBINS POINT, Scottsville, VA ",,,,"130",37.8129883,-78.5204867,"2009-08-26 04:12:53","2009-08-26 08:20:37"
7463,"25CANTERBURYRD060","VALID","25 CANTERBURY RD","25 CANTERBURY RD, Charlottesville, VA ",,,,"060",38.0422810,-78.5315990,"2009-08-26 04:12:53","2009-08-26 08:20:42"
7464,"533CAROLINEAVE077","VALID","533 CAROLINE AVE","533 CAROLINE AVE, Charlottesville, VA ",,,,"077",38.0317820,-78.4628560,"2009-08-26 04:12:53","2009-08-26 08:20:40"
7465,"1515SHADOWOAKSPL061","VALID","1515 SHADOW OAKS PL","1515 SHADOW OAKS PL, Charlottesville, VA ",,,,"061",38.0783740,-78.4652350,"2009-08-26 04:12:53","2009-08-26 08:20:44"
7466,"1190OWENSVILLERD058","VALID","1190 OWENSVILLE RD","1190 OWENSVILLE RD, Ivy, VA ",,,,"058",38.0672592,-78.5905974,"2009-08-26 04:12:54","2009-08-26 08:20:49"
7467,"811ELLIOTTAVE077","VALID","811 ELLIOTT AVE","811 ELLIOTT AVE, Charlottesville, VA ",,,,"077",38.0203900,-78.4787580,"2009-08-26 04:12:54","2009-08-26 08:20:53"
7468,"1300WERTLANDST077","VALID","1300 WERTLAND ST","1300 WERTLAND ST, Charlottesville, VA ",,,,"077",38.0342840,-78.4981370,"2009-08-26 04:12:54","2009-08-26 08:20:51"
7469,"6203MARKWOODRD018","VALID","6203 MARKWOOD RD","6203 MARKWOOD RD, Windrift, VA ",,,,"018",38.1980846,-78.5330298,"2009-08-26 04:12:54","2009-08-26 08:21:26"
7470,"308PLEASANTPL046","VALID","308 PLEASANT PL","308 PLEASANT PL, Charlottesville, VA ",,,,"046",38.0991530,-78.4351550,"2009-08-26 04:13:00","2009-08-26 08:20:56"
7471,"4721GREENCREEKRD119","VALID","4721 GREEN CREEK RD","4721 GREEN CREEK RD, Bungletown, VA ",,,,"119",37.8636050,-78.6407280,"2009-08-26 04:13:00","2009-08-26 08:21:12"
7472,"1568SCOTTSVILLERD091","VALID","1568 SCOTTSVILLE RD","1568 SCOTTSVILLE RD, Charlottesville, VA ",,,,"091",37.9920015,-78.4934107,"2009-08-26 04:13:00","2009-08-26 08:21:17"
7473,"303WELLINGTONDR059","VALID","303 WELLINGTON DR","303 WELLINGTON DR, Charlottesville, VA ",,,,"059",38.0436670,-78.5449800,"2009-08-26 04:13:00","2009-08-26 08:21:00"
7474,"211ALBEMARLEST077","VALID","211 ALBEMARLE ST","211 ALBEMARLE ST, Charlottesville, VA ",,,,"077",38.0333894,-78.4896594,"2009-08-26 04:13:00","2009-08-26 08:21:03"
7475,"2801POWELLCREEKDRIVE046","VALID","2801 POWELL CREEK DRIVE","2801 POWELL CREEK DRIVE, Charlottesville, VA ",,,,"046",38.1124120,-78.4369920,"2009-08-26 04:13:00","2009-08-26 08:21:05"
7476,"5499COVEGARDENRD109","VALID","5499 COVE GARDEN RD","5499 COVE GARDEN RD, Covesville, VA ",,,,"109",37.8956255,-78.6908205,"2009-08-26 04:13:01","2009-08-26 08:21:21"
7477,"15006THSTSE077","VALID","1500 6TH ST SE","1500 6TH ST SE, Charlottesville, VA ",,,,"077",38.0186820,-78.4849210,"2009-08-26 04:13:01","2009-08-26 08:21:07"
7478,"1600CENTERAVE076","VALID","1600 CENTER AVE","1600 CENTER AVE, Charlottesville, VA ",,,,"076",38.0251604,-78.5072299,"2009-08-26 04:13:01","2009-08-26 08:21:10"
7479,"2214NBERKSHIRERD061","VALID","2214 N BERKSHIRE RD","2214 N BERKSHIRE RD, Charlottesville, VA ",,,,"061",38.0622130,-78.4955880,"2009-08-26 04:13:01","2009-08-26 08:21:19"
7480,"1601UNIVERSITYAV076","VALID","1601 UNIVERSITY AV","1601 UNIVERSITY AV, Charlottesville, VA ",,,,"076",38.0357067,-78.5012537,"2009-08-26 04:13:01","2009-08-26 08:21:14"
7481,"967DEVONSPRINGCT076","VALID","967 DEVON SPRING CT","967 DEVON SPRING CT, Charlottesville, VA ",,,,"076",38.0117290,-78.5331650,"2009-08-26 04:13:02","2009-08-26 08:21:43"
7482,"4UNIVERSITYCT077","VALID","4 UNIVERSITY CT","4 UNIVERSITY CT, Charlottesville, VA ",,,,"077",38.0374400,-78.4979700,"2009-08-26 04:13:02","2009-08-26 08:21:24"
7483,"1481STJOHNRD066","VALID","1481 ST JOHN RD","1481 ST JOHN RD, Cobham, VA ",,,,"066",38.0745413,-78.2729000,"2009-08-26 04:13:02","2009-08-26 08:21:38"
7484,"6607JEFFERSONMILLRD123","VALID","6607 JEFFERSON MILL RD","6607 JEFFERSON MILL RD, Stony Point, VA ",,,,"123",37.8417660,-78.4719740,"2009-08-26 04:13:02","2009-08-26 08:21:35"
7485,"122HARVESTDR060","VALID","122 HARVEST DR","122 HARVEST DR, Charlottesville, VA ",,,,"060",38.0498363,-78.5203624,"2009-08-26 04:13:02","2009-08-26 08:21:31"
7486,"1728SEMINOLETRL045","VALID","1728 SEMINOLE TRL","1728 SEMINOLE TRL, Charlottesville, VA ",,,,"045",38.0847194,-78.4723722,"2009-08-26 04:13:02","2009-08-26 08:21:28"
7487,"1003RIDGEST077","VALID","1003 RIDGE ST","1003 RIDGE ST, Charlottesville, VA ",,,,"077",38.0192550,-78.4944520,"2009-08-26 04:13:07","2009-08-26 08:21:59"
7488,"52111THSTNW077","VALID","521 11TH ST NW","521 11TH ST NW, Charlottesville, VA ",,,,"077",38.0387513,-78.4936163,"2009-08-26 04:13:07","2009-08-26 08:21:33"
7489,"700PARKST077","VALID","700 PARK ST","700 PARK ST, Charlottesville, VA ",,,,"077",38.0367391,-78.4751405,"2009-08-26 04:13:08","2009-08-26 08:21:48"
7490,"4917ADVANCEMILLSRD019","APPROXIMATE","4917 ADVANCE MILLS RD","4917 ADVANCE MILLS RD, Frays Mountain Estates, VA ",,,,"019",38.1874074,-78.4788422,"2009-08-26 04:13:08","2009-08-26 08:22:06"
7491,"7195BLENHEIMRD123","VALID","7195 BLENHEIM RD","7195 BLENHEIM RD, Stony Point, VA ",,,,"123",37.8439987,-78.4987618,"2009-08-26 04:13:08","2009-08-26 08:21:40"
7492,"HYDRAULICRDCOMMONWEALTHDR061","VALID","HYDRAULIC RD&COMMONWEALTH DR","HYDRAULIC RD & COMMONWEALTH DR, Charlottesville, VA ",,,,"061",38.0682210,-78.4971440,"2009-08-26 04:13:08","2009-08-26 08:21:45"
7493,"30611THSTNW077","VALID","306 11TH ST NW","306 11TH ST NW, Charlottesville, VA ",,,,"077",38.0362151,-78.4948177,"2009-08-26 04:13:08","2009-08-26 08:22:02"
7494,"1638TOWNWOODCT061","VALID","1638 TOWNWOOD CT","1638 TOWNWOOD CT, Charlottesville, VA ",,,,"061",38.0814370,-78.4915740,"2009-08-26 04:13:08","2009-08-26 08:21:50"
7495,"5058OLDFOXTRAILCT056","VALID","5058 OLD FOX TRAIL CT","5058 OLD FOX TRAIL CT, Crozet, VA ",,,,"056",38.0660010,-78.6759510,"2009-08-26 04:13:12","2009-08-26 08:21:53"
7496,"709PAGEST077","VALID","709 PAGE ST","709 PAGE ST, Charlottesville, VA ",,,,"077",38.0340360,-78.4895860,"2009-08-26 04:13:12","2009-08-26 08:21:55"
7497,"700ROSEHILLDR061","APPROXIMATE","700 ROSE HILL DR","700 ROSE HILL DR, Charlottesville, VA ",,,,"061",38.0626068,-78.4788775,"2009-08-26 04:13:13","2009-08-26 08:21:57"
7498,"1451BRIERYCREEKRD124","VALID","1451 BRIERY CREEK RD","1451 BRIERY CREEK RD, Antioch, VA ",,,,"124",37.8535430,-78.4504870,"2009-08-26 04:13:13","2009-08-26 08:22:09"
7499,"WELBOURNELNOLDTRAILDR","INVALID","WELBOURNE LN&OLD TRAIL DR","WELBOURNE LN & OLD TRAIL DR, Charlottesville, VA ",,,,"000",37.9721220,-75.4604870,"2009-08-26 04:13:13","2009-08-26 08:22:11"
7500,"BROWNSGAPTPKEBLUFTONRD026","APPROXIMATE","BROWNS GAP TPKE&BLUFTON RD","BROWNS GAP TPKE & BLUFTON RD, Charlottesville, VA ",,,,"026",38.1457932,-78.4371298,"2009-08-26 04:13:13","2009-08-26 08:22:16"
7501,"4211BURTONRD087","VALID","4211 BURTON RD","4211 BURTON RD, Crossroads, VA ",,,,"087",37.9615919,-78.6483147,"2009-08-26 04:13:14","2009-08-26 08:22:04"
7502,"1479MONTEREYDR061","VALID","1479 MONTEREY DR","1479 MONTEREY DR, Charlottesville, VA ",,,,"061",38.0829720,-78.4844370,"2009-08-26 04:13:14","2009-08-26 08:22:14"
7503,"ALTAVISTAAVEAVONST077","VALID","ALTAVISTA AVE&AVON ST","ALTAVISTA AVE & AVON ST, Charlottesville, VA ",,,,"077",38.0190420,-78.4787700,"2009-08-26 04:13:14","2009-08-26 08:22:37"
7504,"CABELLAVEPRESTONAVE","INVALID","CABELL AVE&PRESTON AVE","CABELL AVE & PRESTON AVE, Charlottesville, VA ",,,,"000",33.9019900,-118.1222100,"2009-08-26 04:13:14","2009-08-26 08:22:18"
7505,"108HARTFORDCT077","VALID","108 HARTFORD CT","108 HARTFORD CT, Charlottesville, VA ",,,,"077",38.0184930,-78.4722540,"2009-08-26 04:13:19","2009-08-26 08:22:42"
7506,"1500AVONSTREETEXT077","VALID","1500 AVON STREET EXT","1500 AVON STREET EXT, Charlottesville, VA ",,,,"077",38.0122114,-78.4883652,"2009-08-26 04:13:19","2009-08-26 08:22:23"
7507,"EMMETSTNARLINGTONBLVD060","VALID","EMMET ST N&ARLINGTON BLVD","EMMET ST N & ARLINGTON BLVD, Charlottesville, VA ",,,,"060",38.0512160,-78.5006670,"2009-08-26 04:13:20","2009-08-26 08:23:05"
7508,"718MCINTIRERD077","VALID","718 MCINTIRE RD","718 MCINTIRE RD, Charlottesville, VA ",,,,"077",38.0379370,-78.4786913,"2009-08-26 04:13:20","2009-08-26 08:22:21"
7509,"1800SOLOMONRD061","VALID","1800 SOLOMON RD","1800 SOLOMON RD, Charlottesville, VA ",,,,"061",38.0663230,-78.4982770,"2009-08-26 04:13:20","2009-08-26 08:22:25"
7510,"665MILLERSCHOOLRD072","VALID","665 MILLER SCHOOL RD","665 MILLER SCHOOL RD, Midway, VA ",,,,"072",38.0298890,-78.7060670,"2009-08-26 04:13:20","2009-08-26 08:22:28"
7511,"1317HILLTOPRD061","VALID","1317 HILLTOP RD","1317 HILLTOP RD, Charlottesville, VA ",,,,"061",38.0510390,-78.4917690,"2009-08-26 04:13:20","2009-08-26 08:22:32"
7512,"4361BEAVERCREEKPARK057","VALID","4361 BEAVER CREEK PARK","4361 BEAVER CREEK PARK, Ivy Woods, VA ",,,,"057",38.0729548,-78.6525855,"2009-08-26 04:13:21","2009-08-26 08:22:30"
7513,"823RAINIERRD","INVALID","823 RAINIER RD","823 RAINIER RD, Charlottesville, VA ",,,,"000",38.0377640,-78.4892600,"2009-08-26 04:13:21","2009-08-26 08:22:40"
7514,"923ANDERSONST077","VALID","923 ANDERSON ST","923 ANDERSON ST, Charlottesville, VA ",,,,"077",38.0366580,-78.4918040,"2009-08-26 04:13:21","2009-08-26 08:22:35"
7515,"3358TURNBERRYCIR046","VALID","3358 TURNBERRY CIR","3358 TURNBERRY CIR, Charlottesville, VA ",,,,"046",38.1182129,-78.4273039,"2009-08-26 04:13:21","2009-08-26 08:22:44"
7516,"1095HUNTERSRIDGERD031","APPROXIMATE","1095 HUNTERS RIDGE RD","1095 HUNTERS RIDGE RD, Gordonsville, VA ",,,,"031",38.1455015,-78.2285096,"2009-08-26 04:13:25","2009-08-26 08:22:49"
7517,"2056MARTINKINGSRD115","VALID","2056 MARTIN KINGS RD","2056 MARTIN KINGS RD, Woodridge, VA ",,,,"115",37.8990214,-78.4255683,"2009-08-26 04:13:25","2009-08-26 08:22:58"
7518,"920CAMPRD102","APPROXIMATE","920 CAMP RD","920 CAMP RD, Redland, VA ",,,,"102",37.9378002,-78.5205209,"2009-08-26 04:13:25","2009-08-26 08:22:47"
7519,"2657BARRACKSRD060","VALID","2657 BARRACKS RD","2657 BARRACKS RD, Charlottesville, VA ",,,,"060",38.0628731,-78.5136026,"2009-08-26 04:13:25","2009-08-26 08:22:51"
7520,"4492GARTHRD041","VALID","4492 GARTH RD","4492 GARTH RD, Westover Hills, VA ",,,,"041",38.1186910,-78.6531619,"2009-08-26 04:13:25","2009-08-26 08:22:54"
7521,"213CONNORDR","APPROXIMATE","213 CONNOR DR","213 CONNOR DR, Charlottesville, VA ",,,,"000",38.1299820,-78.4410840,"2009-08-26 04:13:26","2009-08-26 08:22:56"
7522,"1125DRYBRIDGERD058","APPROXIMATE","1125 DRY BRIDGE RD","1125 DRY BRIDGE RD, Ivy, VA ",,,,"058",38.0625634,-78.6039105,"2009-08-26 04:13:26","2009-08-26 08:23:01"
7523,"415WHITEGABLESLN","APPROXIMATE","415 WHITE GABLES LN","415 WHITE GABLES LN, Charlottesville, VA ",,,,"000",38.0528900,-78.5102320,"2009-08-26 04:13:26","2009-08-26 08:23:10"
7524,"9486OLDGREENMTNRD132","VALID","9486 OLD GREEN MTN RD","9486 OLD GREEN MTN RD, Schuyler, VA ",,,,"132",37.7758610,-78.6677440,"2009-08-26 04:13:26","2009-08-26 08:23:03"
7525,"1915RIDGETOPDR","APPROXIMATE","1915 RIDGETOP DR","1915 RIDGETOP DR, Charlottesville, VA ",,,,"000",38.0008379,-78.5341232,"2009-08-26 04:13:30","2009-08-26 08:23:08"
7526,"STADIUMRDEMMETSTS076","APPROXIMATE","STADIUM RD&EMMET ST S","STADIUM RD & EMMET ST S, Charlottesville, VA ",,,,"076",38.0210053,-78.5205438,"2009-08-26 04:13:30","2009-08-26 08:23:32"
7527,"1515WESTFIELDCT061","VALID","1515 WESTFIELD CT","1515 WESTFIELD CT, Charlottesville, VA ",,,,"061",38.0766710,-78.4884350,"2009-08-26 04:13:30","2009-08-26 08:23:15"
7528,"635COUNTRYGREENLN076","VALID","635 COUNTRY GREEN LN","635 COUNTRY GREEN LN, Charlottesville, VA ",,,,"076",38.0051090,-78.5217750,"2009-08-26 04:13:30","2009-08-26 08:23:24"
7529,"185BUTTERCUPLN090","VALID","185 BUTTERCUP LN","185 BUTTERCUP LN, Charlottesville, VA ",,,,"090",37.9968279,-78.5059959,"2009-08-26 04:13:31","2009-08-26 08:23:22"
7530,"706CASTALIAST077","VALID","706 CASTALIA ST","706 CASTALIA ST, Charlottesville, VA ",,,,"077",38.0213920,-78.4746540,"2009-08-26 04:13:35","2009-08-26 08:23:12"
7531,"1404GENTRYLN061","VALID","1404 GENTRY LN","1404 GENTRY LN, Charlottesville, VA ",,,,"061",38.0513280,-78.4878980,"2009-08-26 04:13:35","2009-08-26 08:23:26"
7532,"105EMMETSTS061","APPROXIMATE","105 EMMET ST S","105 EMMET ST S, Charlottesville, VA ",,,,"061",38.0626068,-78.4788775,"2009-08-26 04:13:35","2009-08-26 08:23:17"
7533,"675COUNTRYGREENRD076","VALID","675 COUNTRY GREEN RD","675 COUNTRY GREEN RD, Charlottesville, VA ",,,,"076",38.0059170,-78.5216642,"2009-08-26 04:13:35","2009-08-26 08:23:19"
7534,"912WOODFOLKDR077","VALID","912 WOODFOLK DR","912 WOODFOLK DR, Charlottesville, VA ",,,,"077",38.0179012,-78.4922041,"2009-08-26 04:13:35","2009-08-26 08:23:48"
7535,"827CHERRYAV077","VALID","827 CHERRY AV","827 CHERRY AV, Charlottesville, VA ",,,,"077",38.0290660,-78.4942790,"2009-08-26 04:13:35","2009-08-26 08:23:29"
7536,"1421RICHMONDRD078","VALID","1421 RICHMOND RD","1421 RICHMOND RD, Charlottesville, VA ",,,,"078",38.0322451,-78.4470998,"2009-08-26 04:13:36","2009-08-26 08:23:46"
7537,"170RUGBYRD076","VALID","170 RUGBY RD","170 RUGBY RD, Charlottesville, VA ",,,,"076",38.0387049,-78.5023412,"2009-08-26 04:13:36","2009-08-26 08:23:41"
7538,"5414ALFREDST056","VALID","5414 ALFRED ST","5414 ALFRED ST, Crozet, VA ",,,,"056",38.0616310,-78.6886420,"2009-08-26 04:13:36","2009-08-26 08:23:39"
7539,"10455THSTSW077","VALID","1045 5TH ST SW","1045 5TH ST SW, Charlottesville, VA ",,,,"077",38.0186930,-78.4965180,"2009-08-26 04:13:36","2009-08-26 08:23:34"
7540,"7116THSTSE077","VALID","711 6TH ST SE","711 6TH ST SE, Charlottesville, VA ",,,,"077",38.0250210,-78.4808089,"2009-08-26 04:13:37","2009-08-26 08:23:36"
7541,"6240BARGAMINBRANCHRD","INVALID","6240 BARGAMIN BRANCH RD","6240 BARGAMIN BRANCH RD, Charlottesville, VA ",,,,"000",38.0377640,-78.4892600,"2009-08-26 04:13:41","2009-08-26 08:23:43"
7542,"302HARVESTDR060","VALID","302 HARVEST DR","302 HARVEST DR, Charlottesville, VA ",,,,"060",38.0494994,-78.5205912,"2009-08-26 04:13:41","2009-08-26 08:23:57"
7543,"4017CYPRESSPOINTEDR","INVALID","4017 CYPRESS POINTE DR","4017 CYPRESS POINTE DR, Charlottesville, VA ",,,,"000",38.0377640,-78.4892600,"2009-08-26 04:13:42","2009-08-26 08:24:00"
7544,"1460OLDBALLARDRD059","VALID","1460 OLD BALLARD RD","1460 OLD BALLARD RD, Charlottesville, VA ",,,,"059",38.0672597,-78.5661951,"2009-08-26 04:13:42","2009-08-26 08:24:25"
7545,"NORTHWOODSPARKRDBRANCHHILL032","APPROXIMATE","NORTHWOODS PARK RD&BRANCH HILL","NORTHWOODS PARK RD & BRANCH HILL, Crimora, VA ",,,,"032",38.1455028,-78.7709225,"2009-08-26 04:13:42","2009-08-26 08:23:50"
7546,"1147REDFIELDSRD076","VALID","1147 REDFIELDS RD","1147 REDFIELDS RD, Charlottesville, VA ",,,,"076",38.0073791,-78.5295349,"2009-08-26 04:13:42","2009-08-26 08:23:53"
7547,"1256GRISTMILLDR076","VALID","1256 GRISTMILL DR","1256 GRISTMILL DR, Charlottesville, VA ",,,,"076",38.0006431,-78.5063118,"2009-08-26 04:13:42","2009-08-26 08:24:02"
7548,"219PALATINEAVE077","VALID","219 PALATINE AVE","219 PALATINE AVE, Charlottesville, VA ",,,,"077",38.0181392,-78.4856702,"2009-08-26 04:13:42","2009-08-26 08:23:55"
7549,"2772EARLYSVILLERD045","VALID","2772 EARLYSVILLE RD","2772 EARLYSVILLE RD, Charlottesville, VA ",,,,"045",38.1129320,-78.4778730,"2009-08-26 04:13:42","2009-08-26 08:24:14"
7550,"1680OWENSVILLERD058","VALID","1680 OWENSVILLE RD","1680 OWENSVILLE RD, Ivy, VA ",,,,"058",38.0811774,-78.5958060,"2009-08-26 04:13:43","2009-08-26 08:24:07"
7551,"GORDONSVILLERDZIONHILLRD065","APPROXIMATE","GORDONSVILLE RD&ZION HILL RD","GORDONSVILLE RD & ZION HILL RD, Cismont, VA ",,,,"065",38.0624609,-78.3121671,"2009-08-26 04:13:48","2009-08-26 08:24:30"
7552,"822KNIGHTCT061","VALID","822 KNIGHT CT","822 KNIGHT CT, Charlottesville, VA ",,,,"061",38.0746741,-78.4708674,"2009-08-26 04:13:48","2009-08-26 08:24:04"
7553,"11210THSTNW077","VALID","112 10TH ST NW","112 10TH ST NW, Charlottesville, VA ",,,,"077",38.0330970,-78.4941490,"2009-08-26 04:13:48","2009-08-26 08:24:09"
7554,"3808SEMINOLETRL032","APPROXIMATE","3808 SEMINOLE TRL","3808 SEMINOLE TRL, Crimora, VA ",,,,"032",38.1455028,-78.7709225,"2009-08-26 04:13:48","2009-08-26 08:24:11"
7555,"1005DRYBRIDGERD057","APPROXIMATE","1005 DRY BRIDGE RD","1005 DRY BRIDGE RD, Ivy Woods, VA ",,,,"057",38.0625199,-78.6455881,"2009-08-26 04:13:49","2009-08-26 08:24:37"
7556,"100SUNSETAVE076","VALID","100 SUNSET AVE","100 SUNSET AVE, Charlottesville, VA ",,,,"076",38.0203070,-78.5150290,"2009-08-26 04:13:49","2009-08-26 08:24:16"
7557,"510CAROLINEAVE077","VALID","510 CAROLINE AVE","510 CAROLINE AVE, Charlottesville, VA ",,,,"077",38.0302710,-78.4631970,"2009-08-26 04:13:49","2009-08-26 08:24:18"
